Position,artists,track_name,Days,Top 10(xTimes),PeakPosition,PeakPosition(xTimes),PeakStreams,totalstreams
394,JoséFeliciano,FelizNavidad,222,11.0,6,0,3233033,128148147
395,TravisScott,YOSEMITE,320,4.0,7,0,2092634,127780533
396,FamousDex,JAPAN,299,0.0,11,0,1019372,127676006
397,Farruko,Pepas,337,0.0,16,0,696956,127483860
398,JustinBieber,Mistletoe,295,0.0,13,0,1898014,127188550
399,THEANXIETY,MeetMeAtOurSpot,281,21.0,8,0,852099,126861687
400,PoloG,21,425,0.0,35,0,462532,126417091
401,VanceJoy,Riptide,753,0.0,12,0,273070,126349492
402,DJSnake,TakiTaki,238,27.0,4,0,1308756,126096694
403,Grouplove,TongueTied,525,0.0,100,0,284533,125880696
404,Diplo,Heartless,444,0.0,53,0,436704,125811158
405,StaySolidRocky,PartyGirl,239,53.0,2,(x21),1169465,125662367
406,TaylorSwift,AntiHero,69,46.0,1,(x14),7786096,124825787
407,QualityControl,Baby(LilBabyfeat.DaBaby),308,0.0,14,0,779096,124162581
408,BillieEilish,idontwannabeyouanymore,400,0.0,40,0,516523,123991487
409,Queen,BohemianRhapsodyRemastered2011,420,0.0,36,0,537813,123761624
410,NLEChoppa,Camelot,297,4.0,7,0,932296,123589568
411,LukeCombs,WhenItRainsItPours,565,0.0,84,0,306131,123431139
412,Flume,NeverBeLikeYou,357,0.0,14,0,604526,123343026
413,JBalvin,LACANCIÓN,443,0.0,30,0,626782,123298668
414,LilBaby,Woah,269,0.0,11,0,1046993,122876453
415,OneRepublic,IAin'tWorried,206,36.0,6,0,847839,122488638
416,PlayboiCarti,Shoota,420,0.0,23,0,826235,122469617
417,2Chainz,It'sAVibe,403,0.0,35,0,543374,122067552
418,DojaCat,Vegas(FromtheOriginalMotionPictureSoundtrackELVIS),234,29.0,7,0,922178,121176458
419,JuiceWRLD,Legends,418,2.0,4,0,1239344,121077739
420,RaeSremmurd,Powerglide,263,0.0,15,0,940053,120839941
421,XXXTENTACION,Revenge,412,0.0,16,0,1119765,120698497
422,ArianaGrande,Godisawoman,227,26.0,4,0,1528413,120468984
423,ChrisBrown,GoCrazy,345,0.0,19,0,611457,120431219
424,MartinGarrix,IntheNameofLove,304,0.0,11,0,720257,120205635
425,SamSmith,Unholy,98,58.0,1,(x28),2488457,120201022
426,PopSmoke,MoodSwings,306,6.0,9,0,846397,119371547
427,TheChainsmokers,Paris,224,45.0,3,(x1),1275674,119358756
428,LilSkies,RedRoses,365,0.0,36,0,532229,119331204
429,WizKhalifa,SeeYouAgain,452,85.0,1,(x26),995751,119131650
430,BillieEilish,wishyouweregay,271,16.0,2,(x2),2039013,119110503
431,Måneskin,Beggin',231,29.0,4,0,1100134,118922920
432,DNCE,CakeByTheOcean,420,0.0,14,0,546287,118801783
433,KanyeWest,Bound2,361,0.0,20,0,606925,118764637
434,TravisScott,Antidote,535,0.0,12,0,509143,118146637
435,TheKidLAROI,GO,350,0.0,12,0,833612,117833168
436,PostMalone,TakeWhatYouWant,229,24.0,2,(x5),2796808,117464544
437,MichaelBublé,HollyJollyChristmas,266,0.0,13,0,2443625,117362413
438,JordanDavis,BuyDirt,446,0.0,58,0,353342,117239640
439,BadBunny,OjitosLindos,226,1.0,10,0,1230515,117064880
440,Cochise,TellEm,352,0.0,26,0,651174,116861554
441,Miguel,SkyWalker,302,0.0,19,0,702194,116395947
442,LilPeep,FallingDownBonusTrack,236,20.0,1,(x6),2158263,116066331
443,KellyClarkson,UnderneaththeTree,202,9.0,8,0,2346598,115764085
444,LilSkies,Lust,426,0.0,75,0,379237,115693481
445,TheWeeknd,Heartless,232,21.0,1,(x8),2634575,115431955
446,EllieGoulding,HateMe,370,0.0,13,0,917238,115056947
447,Wallows,AreYouBoredYet?,420,0.0,54,0,399406,114791296
448,TravisScott,STARGAZING,225,21.0,1,(x1),4244308,114669162
449,ArianaGrande,IntoYou,305,1.0,10,0,710370,114250630
450,Eminem,TillICollapse,771,0.0,41,0,431726,114132725
451,NLEChoppa,WalkEmDown,246,0.0,12,0,730180,113510926
452,DJSnake,Middle,353,0.0,14,0,634100,113465863
453,Khalid,OTW,294,0.0,17,0,915514,113437143
454,TaylorSwift,YouNeedToCalmDown,250,22.0,1,(x1),2459661,113303615
455,PlayboiCarti,Sky,361,0.0,25,0,583880,113291304
456,LilWayne,SuckerForPain,344,0.0,12,0,704290,113258771
457,Maroon5,WhatLoversDo,227,4.0,7,0,925163,113203255
458,d4vd,RomanticHomicide,149,48.0,2,(x1),1061087,112839982
459,Drake,I'mUpset,170,26.0,4,0,3945109,112748287
460,GAYLE,abcdefu,210,61.0,5,0,940468,112733991
461,JustinBieber,Holy,248,35.0,1,(x1),2020462,112093148
462,YNWMelly,Suicidal,216,19.0,6,0,1113095,111505967
463,PostMalone,Enemies,255,21.0,3,(x3),3198197,111333320
464,CJ,Whoopty,230,58.0,3,(x3),834077,111327394
465,WILLOW,WaitaMinute!,384,0.0,12,0,578328,111162304
466,EdSheeran,Photograph,679,0.0,16,0,349617,111120972
467,A$APRocky,PraiseTheLord(DaShine),281,3.0,5,0,1339872,110819424
468,21Savage,NoHeart,382,0.0,18,0,559060,110613158
469,YG,BIGBANK,267,0.0,21,0,870915,110251626
470,BillieEilish,ThereforeIAm,237,15.0,1,(x7),1754735,109936841
471,NioGarcia,TeBotéRemix,303,0.0,35,0,552785,109733059
472,CardiB,BartierCardi,221,35.0,3,(x6),1093964,109650225
473,KidCudi,PursuitOfHappiness(Nightmare),413,0.0,47,0,391076,109480124
474,JBalvin,MiGente,238,28.0,7,0,867663,109423268
475,AvaMax,SweetbutPsycho,320,0.0,30,0,590175,109220489
476,WalkerHayes,FancyLike,303,0.0,20,0,632758,109183937
477,SelenaGomez,LoseYouToLoveMe,186,34.0,1,(x5),2659591,109150331
478,OliviaRodrigo,happier,228,29.0,5,0,2279399,109009363
479,DeanMartin,LetItSnow!LetItSnow!LetItSnow!,187,7.0,7,0,3413764,108868445
480,LilDurk,BroadwayGirls,291,11.0,4,0,1210147,108689365
481,MorganWallen,CoverMeUp,437,0.0,23,0,664005,108508201
482,blackbear,doremi,373,0.0,26,0,628184,108380091
483,SamSmith,StayWithMe,548,127.0,1,(x2),442402,108129184
484,ShawnMendes,There'sNothingHoldin'MeBack,278,0.0,26,0,711457,107955518
485,KanyeWest,ILoveIt(&LilPump),175,32.0,1,(x11),1942212,107854141
486,Jeremih,oui,419,0.0,21,0,528778,107730094
487,CamilaCabello,NeverBetheSame,236,8.0,5,0,1048100,107372683
488,BillieEilish,youshouldseemeinacrown,325,3.0,7,0,1608603,107243178
489,ShawnMendes,IfICan'tHaveYou,209,28.0,3,(x1),1474486,107192421
490,YoGotti,RakeItUp,284,0.0,17,0,715011,107156568
491,PostMalone,BallForMe,215,6.0,8,0,2786889,107079418
492,PostMalone,OneRightNow,261,7.0,1,(x2),1830368,106856619
493,OliviaRodrigo,"jealousy,jealousy",256,4.0,9,0,1994138,106842027
494,Eminem,LuckyYou,207,28.0,1,(x9),2638639,106685258
495,OliviaRodrigo,brutal,211,21.0,2,(x1),2849969,106587197
496,AliGatie,It'sYou,297,0.0,15,0,791346,106473404
497,Bazzi,Beautiful,290,0.0,28,0,586218,105769712
498,RichTheKid,NewFreezer,310,0.0,25,0,595266,105262051
499,NiallHoran,SlowHands,271,0.0,24,0,614747,105220848
500,FrankOcean,Lost,303,1.0,10,0,657541,105158717
501,PoohShiesty,BackInBlood,283,7.0,9,0,718634,105011176
502,Maroon5,Sugar,478,67.0,1,(x5),667233,104864460
503,ElvisPresley,BlueChristmas,254,0.0,11,0,1959442,104768563
504,LilBaby,WePaid,283,10.0,9,0,824708,104746275
505,TheRonettes,SleighRide,188,1.0,10,0,2784468,104353068
506,ChildishGambino,ThisIsAmerica,157,29.0,1,(x13),2753489,103964722
507,Russ,WhatTheyWant,537,0.0,56,0,299961,103833455
508,LilPeep,StarShopping,416,0.0,88,0,316621,102969266
509,YNWMelly,MixedPersonalities,225,0.0,12,0,894571,102953208
510,SamSmith,TooGoodAtGoodbyes,219,32.0,3,(x5),1243963,102793276
511,JACKBOYS,OUTWEST,262,4.0,2,(x1),1618620,102677098
512,Halsey,NowOrNever,254,0.0,12,0,798523,102516119
513,JackHarlow,TylerHerro,285,7.0,9,0,905350,102414445
514,Marshmello,FRIENDS,234,0.0,15,0,789940,102354557
515,XXXTENTACION,Hope,327,1.0,10,0,1443350,102329254
516,Halsey,BadAtLove,260,0.0,22,0,683397,101922633
517,$uicideboy$,"...AndtoThoseILove,ThanksforStickingAround",392,0.0,35,0,441747,101882235
518,LilDicky,FreakyFriday,192,23.0,5,0,1228612,101868561
519,JuiceWRLD,Wasted,268,0.0,20,0,709978,101797919
520,MetroBoomin,SpaceCadet,266,0.0,15,0,937419,101688152
521,ZaraLarsson,NeverForgetYou,280,1.0,9,0,659192,101316722
522,PARTYNEXTDOOR,ComeandSeeMe,448,0.0,51,0,312204,101074101
523,TaylorSwift,AllTooWell(10MinuteVersion)(Taylor'sVersion)(FromTheVault),205,24.0,1,(x9),3490740,100920020
524,ImagineDragons,Enemy,231,70.0,5,0,682385,100835953
525,PerryComo,It'sBeginningtoLookaLotLikeChristmas,206,0.0,13,0,2240797,100817505
526,MeganTheeStallion,SavageRemix,196,30.0,2,(x1),1772566,100761690
527,NickyYoure,Sunroof,238,0.0,19,0,642413,100753638
528,Drake,PopStyle,280,22.0,3,(x10),1144421,100358319
529,Drake,BackToBack,410,5.0,10,0,437503,100323465
530,SelenaGomez,Wolves,212,9.0,3,(x1),1274551,100276358
531,WALKTHEMOON,ShutUpandDance,480,49.0,5,0,499657,100209488
532,BigSean,IDon'tFuckWithYou,532,91.0,2,(x5),422959,99659160
533,LordHuron,TheNightWeMet,405,0.0,43,0,513171,99390592
534,XXXTENTACION,theremedyforabrokenheart(whyamIsoinlove),287,2.0,8,0,1947379,99380590
535,RittMomney,PutYourRecordsOn,277,0.0,13,0,713447,99070218
536,StephenSanchez,UntilIFoundYou,229,0.0,27,0,538505,98647110
537,CharliePuth,WeDon'tTalkAnymore,319,0.0,15,0,671737,98211121
538,ConanGray,Maniac,382,0.0,66,0,400847,98117699
539,MajorLazer,LightItUp,322,0.0,16,0,585856,98079211
540,Blueface,Thotiana,175,15.0,6,0,1269217,98052157
541,BadBunny,Party,192,6.0,7,0,1576377,97935403
542,Drake,RichFlex,55,43.0,1,(x28),5389787,97928728
543,YBNNahmir,BounceOutWithThat,316,0.0,27,0,621033,97885440
544,BrunoMars,FinesseRemix;feat.CardiB,181,34.0,2,(x7),1262874,97451275
545,KaneBrown,BeLikeThat,302,0.0,24,0,651226,97216562
546,ArianaGrande,breathin,203,13.0,4,0,1653237,97210521
547,CageTheElephant,CigaretteDaydreams,418,0.0,108,0,265431,97198449
548,Jawsh685,SavageLove(LaxedSiredBeat),204,8.0,7,0,842470,97044129
549,ChuckBerry,RunRudolphRunSingleVersion,228,0.0,13,0,2106577,96924483
550,GHerbo,PTSD,317,0.0,29,0,630282,96878801
551,FRENSHIP,Capsize,282,0.0,21,0,547036,96799483
552,BandAid,DoTheyKnowIt'sChristmas?1984Version,204,2.0,7,0,2071624,96606504
553,JuiceWRLD,HateTheOtherSide,247,14.0,4,0,2855162,96515557
554,NickiMinaj,SuperFreakyGirl,137,66.0,2,(x12),1573025,96391022
555,KanyeWest,FlashingLights,338,0.0,48,0,421366,96363563
556,TheWeeknd,Often,585,5.0,7,0,510308,95876024
557,YoungThug,Hot,191,17.0,8,0,951762,95787556
558,LadyGaga,RainOnMe,209,21.0,1,(x1),2234783,95611004
559,KaneBrown,Heaven,351,0.0,51,0,463042,95521001
560,LilMosey,StuckInADream,241,6.0,6,0,953948,95475910
561,EslabonArmado,JugasteySufrí,278,0.0,22,0,530830,95201278
562,DaBaby,TOES,238,1.0,8,0,1050000,94674586
563,SamSmith,HowDoYouSleep?,181,3.0,10,0,870242,94468000
564,MachineGunKelly,BadThingsWithCamilaCabello,210,36.0,7,0,785738,94454737
565,Future,PUFFINONZOOTIEZ,225,7.0,4,0,1417345,94325787
566,Future,FineChina,213,7.0,2,(x1),1715989,94225744
567,KevinGates,2Phones,337,0.0,15,0,598771,94221975
568,Sia,Chandelier,589,72.0,4,0,358733,94195494
569,DonToliver,NoIdea,246,0.0,17,0,723629,93790452
570,Drake,What’sNext,189,22.0,1,(x14),3687689,93677191
571,PlayboiCarti,wokeuplikethis*,325,0.0,52,0,443339,93644916
572,BadBunny,DespuésdelaPlaya,177,8.0,3,(x2),2158520,93328473
573,KaneBrown,WhatIfs,381,0.0,45,0,464191,93232207
574,SelenaGomez,BackToYou,234,0.0,15,0,877343,93219297
575,PopSmoke,TheWoo,215,5.0,3,(x1),1284269,93098286
576,LuisFonsi,Despacito(FeaturingDaddyYankee),261,0.0,13,0,786546,93020729
577,Journey,Don'tStopBelievin',419,0.0,82,0,315881,93020470
578,Drake,Energy,458,31.0,1,(x1),644639,92386459
579,Migos,Narcos,228,14.0,2,(x2),1634923,92278196
580,Bazzi,Paradise,251,0.0,18,0,735900,92269595
581,Marshmello,OneThingRight,238,0.0,14,0,884052,91972872
582,LilSkies,i,282,0.0,13,0,860070,91934808
583,BillieEilish,iloveyou,315,0.0,14,0,1195368,91793788
584,KodakBlack,CodeineDreaming,218,2.0,10,0,867383,91629494
585,Gunna,pushinP,156,70.0,2,(x22),1264487,91543896
586,Drake,ChicagoFreestyle,245,3.0,4,0,1961616,91252372
587,"Tyler,TheCreator",NEWMAGICWAND,305,1.0,5,0,1537094,91144161
588,Gunna,DOLLAZONMYHEAD,230,1.0,10,0,915411,91048768
589,TheWeeknd,PartyMonster,221,24.0,2,(x1),1495895,90931727
590,LukeCombs,Hurricane,417,0.0,77,0,288140,90807884
591,SelenaGomez,GoodForYou,309,87.0,5,0,583377,89918074
592,FettyWap,Again,344,19.0,9,0,502578,89804385
593,AlessiaCara,Here,323,24.0,8,0,574058,89798695
594,TaylorSwift,LookWhatYouMadeMeDo,163,28.0,1,(x10),3828478,89718682
595,TheWeeknd,PrayForMe,148,35.0,3,(x4),1522363,89699614
596,YoungThug,Relationship,327,0.0,53,0,426423,89108978
597,JVKE,goldenhour,128,8.0,9,0,951092,89077530
598,Lizzo,GoodAsHell,204,0.0,19,0,765105,88713657
599,KAROLG,PROVENZA,210,0.0,11,0,708235,88539867
600,LilBaby,"NeverRecover(LilBaby&Gunna,Drake)",179,11.0,1,(x1),1813449,88382182
601,AlessiaCara,ScarsToYourBeautiful,264,0.0,24,0,524903,88330659
602,LukeCombs,TheKindofLoveWeMake,193,1.0,9,0,972167,88164187
603,HarryStyles,LightsUp,205,17.0,2,(x2),2027630,87724368
604,Drake,Gyalchester,215,12.0,3,(x1),1938036,87719286
605,BadBunny,Callaita,255,0.0,37,0,491084,87611768
606,DuaLipa,IDGAF,227,0.0,20,0,686770,87357163
607,ZaraLarsson,LushLife,322,0.0,24,0,421892,87351222
608,J.Cole,WorkOut,346,0.0,96,0,323602,86907626
609,RichHomieQuan,"Flex(Ooh,Ooh,Ooh)",441,0.0,11,0,423842,86829715
610,DoveCameron,Boyfriend,236,2.0,10,0,610722,86719217
611,G,EazyHim&I,156,42.0,3,(x2),1038353,86593035
612,Maroon5,Don'tWannaKnow,188,31.0,6,0,761274,86541563
613,Tiësto,JackieChan,198,0.0,18,0,880754,86521189
614,KentJones,Don'tMind,197,44.0,7,0,880527,86485934
615,EdSheeran,CastleontheHill,236,14.0,2,(x1),1464736,86482770
616,BENEE,Supalonely,176,0.0,18,0,690878,86449441
617,BaileyZimmerman,RockandAHardPlace,201,0.0,22,0,651464,86200828
618,Drake,KnowYourself,419,21.0,5,0,559563,85852793
619,FrenchMontana,NoStylist,201,0.0,14,0,937243,85747254
620,SZA,IHateU,175,13.0,1,(x6),1615102,85718549
621,CalvinHarris,OneKiss,176,0.0,17,0,816807,85666961
622,Future,WhereYaAt,447,0.0,24,0,305171,85639079
623,Adele,SendMyLove(ToYourNewLover),267,0.0,13,0,621087,85569483
624,ChildishGambino,MeandYourMama,271,0.0,14,0,692793,85544703
625,BROCKHAMPTON,SUGAR,224,0.0,21,0,768037,85393131
626,CamilaCabello,MyOhMy,171,1.0,10,0,905694,85344666
627,KanyeWest,Famous,322,11.0,2,(x1),972754,85209688
628,Starley,CallOnMeRyanRibackExtendedRemix,227,0.0,21,0,530287,85119903
629,Lauv,i'msotired...,205,0.0,22,0,751627,84670678
630,EllieGoulding,CloseToMe,242,0.0,30,0,661749,84655009
631,XXXTENTACION,BAD!,147,26.0,2,(x2),2102844,84596862
632,NAV,WantedYou,236,0.0,23,0,619512,84451429
633,YoungBoyNeverBrokeAgain,MakeNoSense,228,0.0,25,0,613453,84397980
634,6LACK,PRBLMS,389,0.0,93,0,268283,84279473
635,JuiceWRLD,Smile,196,21.0,2,(x4),1962238,84269938
636,AJR,Bang!,298,0.0,36,0,464797,84042339
637,CalvinHarris,Feels,153,10.0,9,0,892294,83941364
638,KendrickLamar,ELEMENT.,188,15.0,3,(x7),2793051,83917996
639,LilBaby,PureCocaine,247,0.0,21,0,846291,83580799
640,ShawnMendes,Mercy,259,0.0,23,0,512743,83334888
641,TravisScott,beibsinthetrap,375,0.0,95,0,275790,83265953
642,ArianaGrande,DangerousWoman,241,8.0,7,0,700593,83265541
643,TaylorSwift,LavenderHaze,68,31.0,2,(x14),7644139,83226296
644,YG,GoLoko,182,0.0,14,0,794733,82520209
645,Flume,SayIt,269,0.0,22,0,510552,82337429
646,JessieJ,BangBang,461,77.0,2,(x1),396038,82251994
647,BrunoMars,SmokinOutTheWindow,167,25.0,1,(x3),1963589,82228168
648,SelenaGomez,HandsToMyself,260,32.0,6,0,669841,82204948
649,Latto,BigEnergy,263,0.0,38,0,412594,82202983
650,LilUziVert,Myron,195,7.0,1,(x1),2271346,81140683
651,EllieGoulding,LoveMeLikeYouDo,347,74.0,1,(x12),676545,81076476
652,TheChainsmokers,ThisFeeling,251,0.0,21,0,820199,80978407
653,PostMalone,Stay,179,15.0,4,0,2703178,80957121
654,Rihanna,LoveOnTheBrain,335,0.0,35,0,543206,80925444
655,KevinGates,ReallyReally,381,0.0,35,0,395758,80866635
656,Future,F*ckUpSomeCommas,549,0.0,42,0,220868,80812830
657,J.Cole,KOD,160,7.0,1,(x2),4233070,80773017
658,ImagineDragons,Natural,216,0.0,21,0,690130,80538052
659,MeganTheeStallion,Body,187,1.0,10,0,856830,80338969
660,Eminem,LoseYourself,554,1.0,9,0,652490,80284666
661,ChiefKeef,LoveSosa,318,0.0,41,0,395268,80223782
662,Ayo&Teo,Rolex,271,0.0,31,0,530153,80064354
663,YBNNahmir,RubbinOffThePaint,263,0.0,47,0,480042,79621979
664,TaylorSwift,MidnightRain,68,30.0,3,(x14),5987889,79514355
665,TeeGrizzley,FirstDayOut,336,0.0,67,0,325093,79440420
666,Daya,HideAway,305,0.0,14,0,490562,79375110
667,BadBunny,Neverita,213,0.0,13,0,1399198,79303751
668,LilBaby,Sum2Prove,225,0.0,16,0,851468,79172412
669,PopSmoke,Hello,257,0.0,29,0,499091,79167125
670,BigSean,Moves,243,5.0,8,0,887512,79110320
671,RuthB.,Dandelions,290,0.0,66,0,339445,79089363
672,RichTheKid,Splashin,183,0.0,21,0,674282,79057026
673,DuaLipa,BreakMyHeart,190,1.0,7,0,971615,78970082
674,LukeCombs,BeerNeverBrokeMyHeart,296,0.0,32,0,569096,78948456
675,JessicaDarrow,SurfacePressure,136,60.0,3,(x1),1003606,78691499
676,XXXTENTACION,ArmsAroundYou,154,12.0,2,(x1),1592205,78640068
677,21Savage,Runnin,203,10.0,1,(x1),2166325,78639389
678,Kesha,Praying,236,0.0,15,0,711322,78594034
679,PostMalone,Paranoid,137,25.0,1,(x1),3694438,78582762
680,KanyeWest,PraiseGod,213,5.0,6,0,2438681,78568531
681,J.Cole,Neighbors,294,8.0,3,(x2),1898670,77926846
682,GabbyBarrett,IHope,313,0.0,69,0,346938,77883408
683,FallOutBoy,Centuries,497,4.0,9,0,329550,77847863
684,BeckyG,MAMIII,216,1.0,9,0,678178,77685438
685,ArianaGrande,StuckwithU,196,10.0,1,(x2),2365819,77527054
686,OMI,Cheerleader(FelixJaehnRemix),268,80.0,2,(x15),728553,77317485
687,KYLE,Playinwitme,186,0.0,21,0,753908,76991101
688,KanyeWest,AllMine,137,17.0,1,(x4),2757615,76972755
689,Maroon5,BeautifulMistakes,190,0.0,27,0,619022,76939291
690,LilUziVert,SauceItUp,238,1.0,6,0,1051878,76926735
691,AlessiaCara,HowFarI'llGo,250,0.0,18,0,557999,76752001
692,Drake,StillHere,279,0.0,15,0,642304,76042372
693,MeganTheeStallion,ThotShit,155,2.0,10,0,903858,75741224
694,LilUziVert,P2,148,14.0,2,(x3),1922227,75685447
695,RaeSremmurd,NoType,522,0.0,11,0,330170,75658607
696,JasonDerulo,WanttoWantMe,347,73.0,4,0,554586,75507123
697,TravisScott,GoosebumpsRemix,217,0.0,32,0,498270,75462580
698,DavidGuetta,I'mGood(Blue),124,32.0,8,0,846229,75294822
699,Drake,GirlsWantGirls,136,14.0,1,(x2),6146233,75092582
700,JasonDerulo,Swalla,209,0.0,32,0,574089,75063678
701,EarthaKitt,SantaBaby,189,0.0,22,0,1712483,75057398
702,AlessiaCara,WildThings,230,0.0,20,0,524887,75034774
703,NickJonas,Close,182,0.0,13,0,658150,75001886
704,BadBunny,Tarot,172,2.0,10,0,1639773,74979912
705,TheChainsmokers,AllWeKnow,178,35.0,7,0,837948,74922652
706,Drake,BigRings,305,0.0,13,0,406675,74818115
707,GucciMane,Both,282,0.0,35,0,473873,74752496
708,ThomasRhett,DieAHappyMan,425,0.0,34,0,293571,74721719
709,J.Cole,my.life,173,7.0,1,(x1),4075637,74605156
710,Drake,Legend,439,13.0,4,0,546994,74560528
711,LilUziVert,NewPatek,161,10.0,1,(x1),1812305,74465767
712,FloRida,GDFR,338,77.0,4,0,464052,74323833
713,Logic,Everyday,185,8.0,4,0,1481252,74094592
714,MarcE.Bassy,You&Me,214,0.0,16,0,619529,74019535
715,BillieEilish,bellyache,257,0.0,39,0,522259,73988829
716,TheRareOccasions,Notion,240,0.0,33,0,468246,73881354
717,DarleneLove,Christmas(BabyPleaseComeHome),127,0.0,14,0,2503153,73684954
718,PoloG,Flex,194,0.0,18,0,690330,73669856
719,YoungM.A,OOOUUU,218,0.0,14,0,594385,73663117
720,JustinBieber,Lonely,181,8.0,6,0,964623,73289055
721,SelenaGomez,SameOldLove,226,15.0,9,0,538465,73255863
722,G,EazyIMeanIt,551,0.0,58,0,210930,73181646
723,JonasBlue,FastCar,218,0.0,24,0,497089,72978752
724,ChancetheRapper,HotShower,193,3.0,6,0,1145939,72612798
725,LilBaby,OnMe,200,0.0,26,0,494284,72577214
726,PostMalone,SaintTropez,111,25.0,2,(x4),3330184,72506541
727,TaylorSwift,Maroon,67,26.0,3,(x1),6847851,72491704
728,Timeflies,OnceInaWhile,242,0.0,35,0,431255,72312385
729,DJKhaled,NoBrainer,118,18.0,3,(x1),1510233,72279841
730,Kygo,Stay,252,0.0,19,0,432401,72139250
731,LilUziVert,ThatWayBonusTrack,173,12.0,3,(x4),1612464,72092494
732,CleanBandit,Rockabye,242,0.0,26,0,491930,71984836
733,Drake,0To100/TheCatchUp,512,0.0,17,0,225729,71827840
734,MykolaDmytrovychLeontovych,CaroloftheBells,195,0.0,16,0,1503257,71706814
735,PostMalone,Rich&Sad,144,11.0,5,0,3071762,71663340
736,MorganWallen,ThoughtYouShouldKnow,230,0.0,14,0,1392859,71563009
737,JonBellion,AllTimeLow,206,0.0,16,0,701388,71474224
738,LilUziVert,FutsalShuffle2020,86,31.0,1,(x7),2596025,71462560
739,Drake,Don’tMatterToMe,101,21.0,2,(x4),3466023,71300622
740,Drake,MobTies,133,8.0,5,0,3859100,71016033
741,Drake,Sneakin’,165,11.0,4,0,976423,71004017
742,TroyeSivan,YOUTH,249,0.0,18,0,484289,70909568
743,BabyKeem,ORANGESODA,240,0.0,52,0,470236,70880266
744,AJR,Weak,254,0.0,26,0,487994,70880026
745,KanyeWest,Hurricane,123,16.0,1,(x3),3313993,70820755
746,RauwAlejandro,TodoDeTi,161,0.0,14,0,818279,70548618
747,ABoogieWitdaHoodie,Startender,154,0.0,15,0,838288,70472180
748,Macklemore,Glorious,176,0.0,19,0,720249,70465882
749,KodakBlack,NoFlockin,366,0.0,64,0,250355,70434887
750,YoungThug,BadBadBad,154,5.0,7,0,1085341,70324546
751,J.Cole,DejaVu,166,17.0,1,(x6),2518901,70162237
752,JuiceWRLD,Conversations,132,14.0,1,(x1),3452709,70155691
753,Beyoncé,CUFFIT,152,2.0,6,0,1388259,70035649
754,ArianaGrande,imagine,125,8.0,2,(x1),2083605,69998700
755,ThomasRhett,Unforgettable,268,0.0,35,0,552787,69984146
756,Khalid,Saved,352,0.0,107,0,256160,69815909
757,CamilaCabello,BamBam,188,0.0,15,0,561180,69714662
758,NardoWick,WhoWantSmoke??,197,0.0,19,0,544100,69700770
759,PnBRock,Selfish,307,1.0,4,0,974217,69647971
760,LilTecca,Ransom,188,0.0,18,0,805754,69645813
761,TheWeeknd,StargirlInterlude,209,0.0,22,0,612149,69531121
762,RobinSchulz,Sugar,304,0.0,27,0,366223,69518913
763,CityGirls,ActUp,236,0.0,61,0,404314,69423378
764,KendrickLamar,N95,137,7.0,1,(x6),4972590,69261483
765,DJKhaled,EVERYCHANCEIGET,187,0.0,18,0,700416,69197219
766,JamesBay,LetItGo,389,0.0,53,0,289633,69021629
767,TaylorSwift,Karma,67,21.0,4,0,5182717,68987192
768,YNWMelly,Suicidal(Remix),197,0.0,21,0,882055,68953277
769,MetroBoomin,10FreakyGirls,159,3.0,7,0,1054273,68910633
770,YungGravy,Betty(GetMoney),149,0.0,15,0,680508,68763185
771,LilNasX,HOLIDAY,164,0.0,11,0,702722,68601292
772,MadeinTYO,UberEverywhere,294,0.0,32,0,397437,68560327
773,TaylorSwift,cardigan,152,15.0,1,(x6),3937822,68550662
774,FettyWap,MyWay,293,8.0,10,0,449305,68534872
775,NeonTrees,EverybodyTalks,304,0.0,114,0,255596,68460789
776,TaylorSwift,"You'reOnYourOwn,Kid",67,18.0,5,0,6074375,68091952
777,ArianaGrande,boyfriend,120,19.0,1,(x1),2080337,68075759
778,Mustard,BaguettesintheFace,182,0.0,32,0,579774,68006179
779,EllaMai,Boo'dUp,192,0.0,24,0,737115,67988376
780,WILLOW,transparentsoulfeat.TravisBarker,179,0.0,19,0,691053,67979967
